COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,STATEA,COUNTYA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4340,34,0,0,0,3,8,0,19,127,54,83,157,133,141,73,945,748,335,591,150,561,118,40,20,98,32,19,19,19,5,13,19,23,56,42,52,78,73,64,52,162,144,76,146,74,124,56,26,20,48,205
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4333,168,0,0,0,27,89,40,44,94,71,243,107,164,238,34,1148,279,347,518,190,377,118,24,13,174,73,19,19,19,22,67,29,32,72,35,104,38,83,95,31,135,88,78,91,60,79,35,33,16,48,207
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115173,1366,0,0,8,368,302,352,485,1516,360,888,1543,1895,1455,2106,20648,4810,7656,19740,7556,27823,10540,1643,2113,239,311,31,31,12,171,167,183,216,387,162,283,351,438,308,450,1175,514,806,979,671,1235,741,349,344,48,209
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2488,53,0,0,0,0,0,0,62,104,0,92,141,76,47,25,541,90,155,426,111,482,65,6,12,109,42,13,13,13,13,13,13,68,88,13,69,88,54,29,18,106,39,60,96,45,115,42,9,14,48,211
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55862,901,0,2,27,81,93,234,364,723,344,978,1422,1763,1567,822,15169,3757,3875,9755,3871,6711,2919,342,142,106,205,31,3,35,95,54,143,193,222,137,237,272,281,280,213,796,409,376,642,346,594,354,118,86,48,213
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465095,18323,57,307,2522,4818,10638,6150,8364,31156,7101,15019,28157,13290,13120,9860,88929,18818,19492,64597,21384,59522,17546,3963,1962,204,994,48,149,457,598,891,581,778,1376,895,891,1660,1102,1029,866,2266,1100,1177,2082,1179,1773,952,558,340,48,215
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23911,297,20,14,6,14,171,58,80,430,193,483,668,636,1059,379,6589,1491,1753,3627,2022,2628,1013,193,87,72,85,25,16,8,16,60,34,49,131,88,126,124,121,233,100,382,163,201,317,263,255,155,76,56,48,217
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14313,344,0,0,42,74,121,143,44,316,124,281,450,521,553,237,3027,1052,1030,2580,1422,1313,489,82,68,66,99,25,25,41,61,46,83,24,140,64,97,113,170,147,69,299,206,187,271,190,155,111,46,43,48,219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39783,471,29,0,7,5,100,148,80,412,132,285,665,850,686,531,9281,2460,3288,7486,2406,7260,2514,486,201,242,200,43,31,12,9,93,129,75,243,89,149,210,226,223,147,669,358,399,665,348,720,404,174,101,48,221
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23983,289,0,0,92,40,106,8,66,710,131,452,443,554,720,458,7176,1573,1948,3635,1423,2796,1082,185,96,61,96,28,28,68,51,86,15,41,219,62,146,131,130,129,128,489,240,256,299,237,255,194,79,51,48,223
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16647,282,7,0,22,9,19,29,34,197,122,225,575,622,629,293,4620,1544,1293,2425,1290,1830,438,82,60,111,130,15,25,29,13,25,33,33,84,51,91,175,160,148,104,362,172,224,240,204,226,120,45,43,48,225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24729,459,20,0,55,86,63,117,79,398,272,586,809,750,946,349,5637,2930,2658,3704,1629,2271,595,246,70,185,158,26,28,59,53,46,54,53,97,91,184,198,152,197,90,435,376,317,364,223,266,153,90,40,48,227
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455,86,0,0,13,26,166,47,23,277,6,46,151,99,158,106,553,103,48,281,79,169,18,0,0,71,60,13,13,14,34,80,32,19,83,10,36,59,59,76,88,128,61,26,74,49,63,14,13,13,48,229
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59772,596,0,0,73,10,177,46,123,668,555,925,1535,1729,1639,1196,16744,3871,4595,9760,4126,7264,3187,271,682,68,144,31,31,77,13,114,42,76,157,186,220,287,271,339,275,758,355,442,785,470,553,384,107,238,48,231
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14177,146,0,0,9,0,14,15,68,99,62,161,311,380,570,222,3603,1037,1526,2792,1216,1412,330,136,68,69,72,25,25,15,25,19,18,54,57,46,75,120,156,170,97,414,208,202,283,187,257,91,71,35,48,233
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,9,0,0,0,0,2,0,0,0,0,17,10,9,15,3,363,64,73,240,90,95,37,8,16,95,14,13,13,13,13,4,13,13,13,13,17,12,12,13,4,87,27,32,67,50,40,22,9,16,48,235
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6105,92,0,0,0,0,25,0,38,137,66,168,132,232,213,101,2005,595,382,871,352,415,207,27,47,71,70,19,19,19,19,31,19,42,66,53,89,66,132,76,42,233,114,107,151,101,113,80,30,53,48,237
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9757,90,7,0,0,64,33,11,7,104,34,104,256,384,356,44,2848,359,678,1915,680,1301,384,68,30,94,71,11,21,21,62,39,17,12,63,30,50,114,148,140,36,277,115,174,276,155,226,122,64,31,48,239
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23929,165,0,0,0,0,73,71,54,173,194,310,696,617,824,198,9247,1472,1510,3880,1662,1653,892,124,114,203,85,28,28,28,28,85,88,45,90,149,144,241,171,205,103,617,438,294,531,297,362,254,67,108,48,241
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768,65,0,0,0,0,0,22,0,51,14,55,49,31,53,20,231,29,40,390,76,326,235,29,52,125,63,13,13,13,13,13,32,13,67,22,39,28,35,50,22,81,26,27,108,53,113,84,23,51,48,243
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168757,2383,10,51,105,455,703,585,892,2984,1183,2735,4242,3764,5238,2061,46316,9296,10893,30366,12634,21920,7168,1580,1193,87,269,16,47,63,186,166,162,205,373,232,407,500,432,496,295,1432,725,708,1241,714,894,643,307,245,48,245
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3190,119,0,0,4,39,53,13,32,17,13,73,66,196,266,15,926,130,225,450,193,279,55,26,0,243,73,19,19,6,33,57,14,35,19,16,48,51,91,113,21,208,64,104,216,76,115,28,33,19,48,247
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25713,656,0,0,6,109,219,178,205,464,496,505,1231,943,1314,620,7946,1382,1059,4012,1470,2246,493,64,95,147,183,28,28,10,82,101,116,97,137,164,163,295,292,233,199,710,259,232,564,279,346,161,58,63,48,249
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104312,1337,71,22,143,129,503,172,332,1433,541,1582,2560,2855,3329,1565,27421,7021,8079,18064,7822,13984,3966,796,585,197,242,84,30,131,110,301,89,190,345,180,308,402,380,487,276,1105,632,720,977,703,804,492,224,153,48,251
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14706,133,0,1,0,14,33,53,58,50,148,327,537,589,1176,177,3240,2624,1247,2175,521,1315,256,32,0,163,58,21,3,21,21,30,44,42,33,58,105,123,132,189,82,266,253,196,273,142,240,90,22,21,48,253
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10281,244,0,0,4,34,63,18,72,205,68,400,597,333,363,110,2725,1012,455,1548,621,1031,252,79,47,73,76,21,21,6,28,45,25,63,90,34,135,175,112,99,65,268,141,101,226,180,208,94,54,42,48,255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73684,1155,0,0,32,84,168,201,360,971,247,856,1555,1635,1705,1373,19308,5260,6541,10994,6018,10175,4232,380,434,69,307,31,31,38,61,107,110,161,297,103,229,309,275,331,240,910,508,555,756,556,624,428,142,111,48,257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27557,210,0,0,0,0,8,0,130,528,91,38,343,148,203,198,5087,1039,1846,4667,2272,7464,2225,700,360,202,123,28,28,28,28,13,28,106,291,82,43,159,103,152,109,562,288,305,482,399,581,316,207,109,48,259
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,0,0,0,9,0,16,10,13,19,11,10,28,74,10,0,86,3,4,18,8,11,11,0,0,137,13,13,13,14,13,25,17,18,20,17,13,31,50,13,13,61,6,4,16,7,16,16,13,13,48,261
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,4,0,0,0,2,4,0,0,3,6,16,36,5,27,10,85,36,37,93,14,86,25,7,0,83,7,13,13,13,4,7,13,13,6,10,17,25,6,20,12,29,20,18,35,7,50,20,4,13,48,263
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36657,322,0,0,12,31,122,21,88,642,225,435,693,649,610,520,8386,1723,2872,7294,2513,6047,2314,697,441,82,138,31,31,18,45,78,23,83,253,117,161,201,195,187,145,551,289,407,652,398,495,353,170,138,48,265
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330,55,0,0,0,0,16,1,8,57,42,18,59,62,156,86,776,354,332,452,214,388,163,77,14,113,30,13,13,13,13,21,4,14,36,36,20,35,42,77,44,161,124,118,101,84,93,61,51,22,48,267
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,0,0,0,0,2,4,7,8,3,0,6,5,0,6,0,56,13,12,37,7,30,7,0,4,64,13,13,13,13,4,8,11,11,6,13,7,5,13,6,13,34,17,14,23,7,16,6,13,7,48,269
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2662,2,0,0,8,14,50,3,0,162,40,50,139,66,108,41,688,219,354,291,122,237,59,9,0,196,4,13,13,13,13,50,7,13,79,40,42,96,48,76,49,154,121,164,106,71,104,46,13,13,48,271
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17405,347,0,17,45,18,68,81,134,385,224,601,466,734,392,340,3159,822,1295,2976,1105,2897,1027,26,246,173,179,28,24,50,18,60,79,76,176,147,218,142,235,141,127,434,226,318,396,239,388,231,32,112,48,273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2452,63,0,0,0,9,27,0,37,66,18,14,68,66,41,24,742,121,223,313,118,383,109,7,3,62,35,13,13,13,10,15,13,40,45,19,24,35,40,21,16,113,48,54,71,35,74,54,8,4,48,275
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33509,410,0,0,0,30,71,48,168,192,331,470,826,904,1132,564,9109,2346,3165,5555,2466,4006,1455,166,95,127,134,28,28,28,40,77,40,96,108,128,140,229,218,242,158,622,260,387,550,323,481,273,84,64,48,277
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8451,260,0,16,13,52,129,44,81,284,119,257,195,323,320,132,2354,360,442,1199,482,945,323,86,35,44,86,21,26,14,30,44,29,42,97,49,84,73,98,122,60,223,92,104,209,139,156,105,51,28,48,279
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14175,186,0,12,73,8,35,0,11,43,48,190,214,289,238,261,3084,752,1426,2628,1823,1871,778,109,96,129,103,25,22,89,12,32,25,18,43,38,98,99,112,107,126,298,162,211,323,239,271,164,52,66,48,281
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5094,115,0,0,0,25,41,15,94,189,126,164,253,225,272,94,1539,463,148,444,117,548,222,0,0,347,88,19,19,19,24,41,20,73,114,100,109,132,134,142,100,358,214,103,185,86,300,144,19,19,48,283
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13710,149,0,0,9,0,82,71,42,137,106,405,317,383,208,202,5096,647,612,1988,870,1742,547,55,42,80,52,21,21,12,21,67,44,35,72,55,129,97,115,68,75,340,130,120,230,138,206,127,31,35,48,285
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11512,109,0,14,61,38,84,15,145,220,12,286,179,356,214,260,3606,644,1107,1378,753,1414,493,78,46,134,66,21,28,49,57,60,24,91,134,20,121,80,114,87,118,319,153,201,273,165,214,133,52,34,48,287
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11682,157,0,32,0,7,111,4,85,252,35,78,442,242,343,218,3854,791,676,1781,719,1381,424,36,14,123,93,21,37,21,10,75,7,87,83,26,42,164,106,142,112,385,152,139,252,164,251,220,33,20,48,289
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52195,929,0,2,0,151,355,149,347,1326,327,1337,2257,1832,2048,908,16304,4476,3988,7923,2671,3474,1204,132,55,142,232,31,4,31,111,163,101,148,337,150,319,349,298,342,232,959,543,478,632,455,540,246,77,38,48,291
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16048,278,4,0,13,9,81,7,111,509,133,329,394,537,502,239,4472,994,1438,2781,1000,1572,429,106,110,48,88,6,25,14,10,54,10,60,133,71,107,130,130,105,101,354,177,226,340,176,238,111,49,51,48,293
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266,29,2,0,0,0,13,28,11,39,0,71,23,72,80,54,690,79,114,331,204,314,89,16,7,98,17,4,13,13,13,12,25,10,19,13,34,17,29,39,32,82,32,29,57,48,46,31,11,8,48,295
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8735,146,0,0,0,37,101,60,103,131,125,110,236,386,334,111,2436,596,619,1705,515,722,177,45,40,127,64,21,21,21,25,52,41,66,93,79,57,104,197,146,66,278,159,138,247,136,160,83,49,43,48,297
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16163,215,0,0,0,0,6,3,38,240,84,195,221,381,535,269,3362,919,1184,3097,1117,2981,872,249,195,96,115,25,25,25,25,37,8,35,188,73,139,151,158,172,89,392,209,188,412,237,360,187,123,88,48,299
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,4,0,22,5,3,0,0,0,29,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,11,6,13,16,6,4,13,13,13,48,301
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174904,3018,15,0,181,209,633,565,688,2046,1077,2165,3489,3617,4537,3117,36988,8283,11924,31385,10830,31162,12856,2732,3387,86,405,21,31,106,100,230,159,175,371,213,351,520,479,553,351,1206,655,748,1367,789,1018,774,346,399,48,303
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3809,106,0,0,0,20,43,24,23,60,36,131,108,101,84,143,1008,230,349,552,145,523,98,12,13,64,29,19,19,19,24,29,17,23,29,27,60,46,36,32,76,125,77,97,82,50,88,40,11,11,48,305
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5832,170,0,0,0,12,10,20,43,132,10,90,100,249,177,216,1597,265,500,1092,217,671,213,24,24,154,81,19,19,19,14,17,35,37,91,16,63,65,133,96,133,269,112,146,218,91,142,82,28,18,48,307
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148119,2328,30,0,82,386,577,261,902,2524,832,1579,3726,3639,4541,2288,33245,8173,11023,23310,14750,21969,8159,1520,2275,89,432,34,31,69,168,208,132,210,371,185,299,467,397,424,322,1265,704,680,998,804,875,620,271,331,48,309
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,3,0,0,0,0,0,5,0,16,4,0,0,10,19,5,149,11,28,59,9,49,25,9,0,124,4,13,13,13,13,13,7,13,18,5,13,13,17,27,8,87,14,27,33,13,30,28,12,13,48,311
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9671,182,0,13,23,56,19,30,36,180,105,265,362,385,415,31,2286,1415,824,1347,435,921,240,63,38,173,108,21,24,29,70,29,35,35,96,56,108,159,114,127,24,255,181,161,206,110,216,82,44,25,48,313
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7653,90,0,0,0,0,0,0,0,36,62,170,174,273,445,120,2427,546,535,1263,434,778,241,12,47,115,53,21,21,21,21,21,21,21,29,55,87,106,102,129,50,274,137,144,193,132,200,111,15,46,48,315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3257,46,0,0,15,4,45,4,16,47,44,67,208,72,85,72,901,152,144,478,186,448,198,18,7,91,31,19,19,23,8,37,7,24,30,29,38,78,38,56,46,216,66,59,110,59,141,70,28,8,48,317
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3071,38,0,0,0,44,29,0,0,46,10,37,11,21,85,23,943,114,175,695,178,424,150,33,15,173,34,13,13,13,38,32,13,13,27,16,37,17,31,50,22,178,68,56,181,91,107,71,41,24,48,319
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23972,713,0,0,0,48,326,96,110,872,434,580,513,752,681,271,6705,1186,1850,3590,1718,2547,743,153,84,151,228,28,28,28,57,115,80,83,227,219,214,120,255,181,144,634,273,321,499,378,366,252,107,61,48,321
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32205,1225,33,9,191,371,483,489,476,2927,892,1205,1911,895,1075,950,4849,1919,1745,4428,2325,2808,752,246,1,103,294,53,14,94,162,166,203,184,374,297,318,333,249,292,268,639,361,278,567,356,428,191,138,3,48,323
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32337,554,6,0,26,13,85,79,314,401,308,665,828,739,823,764,8582,1792,2587,5203,2089,4251,1981,128,119,136,208,11,28,31,19,64,60,137,170,108,240,228,255,224,264,682,358,303,543,320,406,331,75,113,48,325
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1638,36,0,0,0,11,30,19,0,19,41,52,44,62,1,28,416,176,108,262,75,170,68,20,0,97,27,13,13,13,16,27,20,13,16,33,31,36,47,4,28,101,77,53,98,52,72,45,30,13,48,327
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99639,1763,28,3,0,129,355,242,587,1776,683,1189,2452,2288,3111,1620,20269,5147,7373,16677,7214,19394,5181,1621,537,126,335,45,8,31,90,171,109,225,396,212,308,469,374,607,289,1153,541,640,934,671,1103,536,324,194,48,329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16592,116,0,16,2,18,68,91,22,200,208,297,534,463,666,343,5330,881,1282,2256,1306,1860,457,97,79,149,58,25,26,4,24,52,52,24,91,101,107,175,159,217,103,440,186,210,246,255,294,134,42,51,48,331
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3346,55,0,0,7,49,40,0,4,79,18,56,97,68,75,24,825,113,181,633,253,502,162,49,56,160,28,13,13,13,44,37,13,6,59,26,33,55,49,37,19,114,43,60,135,91,107,59,59,39,48,333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5961,96,0,0,15,63,19,26,45,77,114,211,156,190,386,67,1364,816,570,639,402,545,129,0,31,214,89,19,19,14,48,19,27,44,46,71,132,100,79,151,46,243,193,158,122,117,173,78,19,30,48,335
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13601,166,0,6,0,7,35,41,45,233,161,173,284,325,505,370,4068,867,989,2227,891,1461,555,121,71,90,81,21,11,21,11,40,47,36,99,88,92,151,105,149,134,339,197,171,301,222,225,174,58,81,48,337
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348041,3133,40,23,290,965,1160,714,942,6215,1103,2624,6479,4943,6668,7877,68064,15715,24050,54816,24857,77686,28457,6438,4782,131,611,38,39,150,391,348,291,308,897,246,457,925,623,850,838,2541,1153,1222,2035,1880,2713,1359,852,741,48,339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12664,482,14,0,5,95,490,161,108,1147,189,460,437,183,345,270,2318,765,1145,1678,680,1327,316,46,3,209,145,25,25,10,70,179,97,85,332,115,177,132,83,150,135,316,195,253,278,194,266,109,40,4,48,341
